Income,Desired_Savings_Percentage,Disposable_Income,Actual_Savings,Predicted_Savings
25170.37039783255,6.268934727757069,7483.234066819063,1577.9140909748096,1584.981834274695
21623.29987373365,9.121335330959193,7434.273494776351,1972.3336911021213,1981.8449110894335
40819.93293763488,10.215034755223105,7490.436023102586,4169.770336638166,4147.4319802879345
33836.24298853197,8.281444967270565,6543.435760393128,2802.12984208722,2801.9475074796583
28898.73488457589,9.71066334919318,9572.422081717035,2806.2588568170154,2789.538159082827
13587.991306961654,8.852478494360493,3070.043284149024,1202.8740082643535,1205.8282752245425
12293.815997651232,6.526150405242303,3962.239513075687,802.312922550459,808.1961335763466
21548.64537456048,6.55530425745377,1696.6851869266577,1412.5792676621782,1416.4122384296986
18849.071208224887,5.500857305615535,4909.265830966451,1036.8605105983129,1033.1916244271345
26400.912746056787,6.000657591858854,10229.709686800996,1584.2283750162885,1587.6578283638216
11729.34017637688,8.07513707865494,3541.870922512366,947.16029766418,949.600143035331
41282.25283516194,14.36792826577355,8158.630234227356,5931.404473851335,5886.894525252827
87318.27975547165,12.81414331505744,16544.358607008646,11189.089508108926,11255.687784221349
26142.76010554905,8.092449492309253,3692.327377816848,2115.5896574371304,2124.0825151471427
45963.950577614574,13.577966308507117,10240.278551987642,6240.969723487367,6227.918121115358
20651.54907022956,5.528543591153032,3079.750592260956,1141.7298925959997,1133.8095733853784
127038.8131641797,19.22669478705785,33552.14298085851,24425.3648681775,24058.150592862217
9722.65446501109,8.424855474777695,3011.87267984979,819.1195869892049,815.7658140239151
31022.542529361926,7.8081269502482815,5508.297186845026,2422.279503887344,2406.6360698873436
15589.86206037899,7.726040575553986,1673.903336190866,1204.4790684577774,1211.0792697292782
69321.9094011457,12.73971659730802,10919.698962840062,8831.414797548588,8809.32003855977
10204.213815722012,9.220048010769982,1903.39931613095,940.8334129311932,929.415668376695
15124.429127027795,6.838729094066581,2585.7923017348803,1034.3187350215303,1035.7849637735471
115396.6132493726,15.395375700650414,9323.906120636457,9323.906120636457,9382.009829021823
90293.4936554392,14.85013047449413,25801.074637120088,13408.7016178118,13291.435497000757
73407.82291251689,11.417097997391831,17987.49316017446,8381.043079673907,8376.092951137533
23618.024812743588,8.659134841484578,8150.317225667732,2045.1166154307527,2041.7469752005463
222234.87417811764,21.3172706972042,81397.7006100892,47374.40971214048,48141.131355283804
154704.16844338056,17.05049845026908,52869.17948536383,26377.83184294027,26418.343955057786
21248.725689132763,6.366424885681814,6833.911890729696,1352.784160163213,1342.3483735431375
80268.32799646861,14.40149544955581,25219.768175084144,11559.839603845958,11625.126257287095
33297.527460286256,6.378610827320629,11824.764713410665,2123.9196918118787,2123.174427030363
23162.033384549544,7.504610700998517,8661.738335738835,1738.2204359457544,1741.3423227996855
140416.55236203104,19.65762547966854,55436.40294129771,27602.55997479073,27620.42351955614
42228.62117470499,12.74067966353369,12340.941534748978,5380.213350196321,5402.934969190696
52848.57099072526,11.632885045760208,14883.438276995694,6147.813511678046,6132.067047254443
110950.8890694148,23.72222241329195,15510.824358371568,15510.824358371568,15458.649404358941
184776.16211806235,18.246030267542864,44101.44571624609,33714.31446726573,33200.640174886496
31065.860640381103,7.789495943706239,13698.60136460872,2419.873954459919,2408.34810704061
32105.7635827481,6.665857002889142,8768.427706526978,2140.124290111646,2151.3397465231274
35782.39508366875,8.901954751976518,10485.267463663771,3185.3326195216623,3190.087564827752
33043.65505425475,8.33409121385454,8587.528297117817,2753.8883526130467,2748.978274734139
33671.72818639294,6.135693870833089,13564.193988331488,2065.9941625360893,2062.645243962654
17398.013893994455,5.067828771731707,6290.377358034288,881.7015538297311,894.8859565051097
27742.384885570707,9.269583684657425,8392.94388980783,2571.603583087729,2579.6792754121443
22300.34179384389,6.000273423499703,4073.039019723019,1338.081482005612,1334.123241002221
15167.26232456846,9.65119532311848,5703.955387570983,1463.8221121138622,1473.9409834561802
39336.27951827704,7.361780167071103,11191.800739263108,2895.850424040172,2878.418647536837
22555.150394705503,8.858918084806785,7326.440617649781,1998.1422973719348,1995.329984386356
64766.41182356933,11.096619813201588,22576.97324099005,7186.882486713931,7148.921017241656
13918.506623366382,8.942217768437327,4220.710287046395,1244.6231723757949,1239.2465554749772
76731.94595363767,11.143798729918409,29313.629005501512,8550.853618623154,8575.458209479371
10449.732166038491,8.705448356485208,1614.8618125510493,909.696037105504,907.6005187699187
39052.39507331231,5.2042989480336015,12989.71186192734,2032.4033859823187,2028.974589618589
50167.91051619438,14.86429629877777,-1135.2208229077223,0.0,8.850792821524156
81748.57375517434,12.117063765100047,27261.714515087813,9905.52680897432,9912.863367191307
32906.65025009794,5.185746813076069,7925.588161154432,1706.455566634542,1713.3183123352135
10047.624241049263,9.10452978778163,2859.6942002667565,914.7889419906982,911.126210586855
21710.03913018901,6.806001520837206,7852.677745230028,1477.585593375017,1476.3031415678256
75956.93261842811,13.167875390085182,13007.42112132228,10001.91423732558,10053.656187612969
59463.25673067702,14.66193559260932,4108.608026202848,4108.608026202848,4115.67431908479
81372.7379419436,13.570197766845045,14053.747763249834,11042.4414670183,11063.124237232112
15411.46334974302,7.121061938943822,5043.0107866560575,1097.4598508328268,1100.7005555061367
160473.1120716874,22.08109398853713,56189.79999661313,35434.21870287982,35450.29710447123
5570.7580656995015,6.742403632414762,392.5757375386975,375.60299417476153,328.68495055272854
8999.237776584789,9.992677932740044,-9.386678926875902,0.0,50.925939767599075
14627.938975541816,8.268502062243222,4319.430692630389,1209.511435856355,1212.3806714434247
6722.122964001396,7.205633091187095,1769.7780858474662,484.3715167243714,488.1881825542848
28153.74200209253,9.14351161655454,11873.027137437808,2574.240670456126,2584.065650894341
9231.054078487448,6.080468020561094,1564.864515827374,561.2912912031298,564.5781892222666
30895.90491818161,7.561326993324955,6729.39231373334,2336.140398410478,2329.315390086395
45036.17189161479,11.761829113491828,5875.206490198536,5297.077577150171,5317.255141210853
17697.05901906136,6.342203977617182,3231.7466394626226,1122.3835810281698,1121.2194314563937
15488.61369186928,5.1441261400802185,5033.025033732745,796.7538256594913,794.1841553546551
24156.854838794072,9.207369997321011,2882.6736220706225,2224.211004723514,2222.9672204418985
63587.74147479021,11.073643223591969,15056.986980951166,7041.479624858284,7057.514769240084
17862.28370958336,7.927060806748885,5317.722380504138,1415.9540911326735,1409.9000913052032
56251.77007462874,11.384299268116182,21046.14994251458,6403.869848908357,6373.315872076245
13034.006829263635,7.623370487352658,3925.034583098888,993.630629941614,995.9131983654894
39164.93415722697,9.156128827909434,11730.877775718243,3585.991826801607,3571.2446144108476
58930.48341817814,11.19687479484244,18507.188706624176,6598.372444328792,6531.691037578753
22061.898019730244,6.059135060356333,2085.535677804004,1336.7601978935347,1338.1237985871132
40243.85094666816,12.599728421949065,10168.162244963616,5070.615925814165,5107.932387229619
15297.15630942673,6.083729530361834,479.177459583876,479.177459583876,519.7852890645413
21485.64611044382,9.149694689023493,7139.885174092933,1965.8710210696604,1967.2208255860357
173210.56371701203,23.31892064921511,54996.51454403433,40390.83390922821,40055.63202578309
42638.582421414125,14.334809257366166,9888.788398199436,6112.159460154575,6115.828624303548
50554.98987181929,12.286648358746769,12827.80128659628,6211.513833350479,6198.110543445176
26619.201788991944,6.247199077042116,2361.4999181141466,1662.9545284778833,1644.6324833293181
22441.52146357727,7.322479681537548,7402.720417936875,1643.275849398333,1635.655323325385
11259.33396843289,6.691870193538841,1295.5490941094322,753.4600138245544,751.9030491139722
65049.005524950815,14.669576501433207,24432.275581494527,9542.413628904173,9515.542721733846
5832.605852774616,6.793714292614574,1033.022229191386,396.2505774518232,395.23127416621867
3888.643856115322,6.985797625540918,994.3115057216446,271.65279016624703,260.8799442558977
39685.88702195599,8.991149524652595,8634.527967176862,3568.217442328762,3484.7941513122055
26135.204105996745,5.840963013678219,8294.346524540688,1526.547605380581,1526.5820244351073
111254.7178926855,15.451948449540955,9382.21199522703,9382.21199522703,9411.150753781629
25343.68551095377,8.383046264091881,4814.974591326503,2124.5728814092054,2122.135627088614
29126.38407042744,7.376377323328553,13650.8333698739,2148.471989676589,2144.911739351298
25748.4690656728,6.670522367678398,4394.748317786507,1717.557388360457,1710.6375795419394
47057.6417144216,13.903574303028794,12607.89371738622,6542.694181017679,6555.178932455934
20687.55929112982,5.949354182428986,8300.873724559318,1230.7761739293082,1227.8732370980551
29196.74413758261,5.5591980172280095,7471.444483095707,1623.1048211916273,1622.9692465233281
16116.476588679045,5.96484976794047,5730.881338125932,961.323616400002,959.7721553799049
30366.612616984523,7.172400759897414,7650.2667432124035,2178.0151540957017,2181.2840295098067
44749.87630819906,11.275540962353624,16551.78420588815,5045.790633733564,5055.986657186786
41619.443277202336,10.756003849382068,12079.000771529028,4476.5889209872685,4493.713179486897
7825.605553392085,5.095207448673879,2256.7841544748853,398.73083706027023,406.66190892483587
56588.590206269226,14.293198606811629,18068.95415231944,8088.319586976815,8071.589828461936
42417.67938465513,10.831378066886916,14148.719855977895,4594.419221351948,4591.281511393013
36416.80450388053,6.60438239337431,10365.667759169964,2405.1050248838283,2412.548780640066
26474.34927395917,9.579517923670336,9488.22725430299,2536.1150338740063,2520.951226544284
17575.76959249571,5.369295526162713,8548.763905818489,943.6950104185386,947.2576014587851
9458.50539403944,5.7451860144508125,2030.896504338044,543.4087290744295,538.5507947531897
14365.16748307504,9.806498450127505,2145.641212100114,1408.7199265859738,1405.932392289787
15408.306722139188,7.147930184137219,4606.226607951798,1101.3750070562312,1106.3454748950699
33232.8599365834,6.078604334706127,3996.032442790838,2020.0940646519743,2022.6729928600712
99137.80971259448,13.496414198659682,20327.614954225748,13380.04942629082,13180.735532963883
30723.69907903043,9.21477311233221,13066.17015934109,2831.119161848355,2853.246421201552
23646.41743886946,8.167456767712716,4711.218588801086,1931.310921432544,1915.1283348689767
237454.85524063595,19.43514360738955,86223.48196655838,46149.692118736566,46318.169175175106
10610.29006311149,5.394111670809545,3587.489600286552,572.3308946010424,572.9553744590174
51819.98022337947,10.630325015644466,13146.684641179823,5508.632320787923,5517.651399296711
49694.678977256095,12.807046301570402,13636.47362487772,6364.420546033961,6347.831995466973
40074.04220896547,12.05362716681156,1836.510174951727,1836.510174951727,1838.9356903961834
69599.36723448455,10.1656117614837,10495.54067618806,7075.201461506994,7137.957232212914
13163.40182661636,9.370062220809382,4856.935164724713,1233.4189415291116,1234.0241159851796
76933.80310845668,12.273628913902934,18511.1438864097,9442.569502884691,9404.952249103706
46454.3059730492,13.964860843000997,17464.265802076938,6487.27918471822,6513.683562511933
8768.75475446788,6.448133905789012,2956.409120297541,565.4210484383294,564.8015292914797
20178.80153483036,5.905882995165516,4763.574531339033,1191.7364084737444,1199.4182773462544
30459.460862863896,6.015209658698725,5096.813502098394,1832.2004318105471,1828.979372458681
12659.237534638482,8.307018501822348,3688.249278155594,1051.605204192058,1037.534515963985
95845.61189788426,14.857692164566068,28310.366677926257,14240.445969032353,14151.498812947815
24515.72126559766,5.257218258678061,9164.738971385474,1288.8449746216204,1292.7660702408323
99251.27549781496,14.209595398836026,26000.219083586315,14103.204676423582,14025.51971634797
34968.90711862643,5.161381309627288,11406.13785679354,1804.8786362017104,1801.8314096742852
33666.06887696993,9.107684021904458,2913.1736993356026,2913.1736993356026,2925.1717508649654
12266.621944679891,5.767132891571272,1789.889946733987,707.4323888563337,707.3607122113781
6303.602237030597,7.110182969107409,1927.866557904329,448.1976526976232,445.4279355740857
155251.32207728937,15.404512582210542,45279.35157404642,23915.70944344425,24489.655176949735
31055.71139642413,9.867786635084643,11662.402263256385,3064.511338606799,3064.3935380026423
80310.22856142666,14.545800660389132,26483.61094799704,11681.76575644802,11686.397632587737
11923.568327648563,5.831414261025509,3615.8874188891314,695.3126638816192,694.9442506140738
11832.45514759231,7.037986720319276,2491.251710413577,832.7666219752815,834.010045256869
6954.859554302316,8.914446887102358,1518.2497491754375,619.9872610408437,620.6135560656596
30523.55516812581,9.94972234408018,6215.584387283463,3037.0089887706545,3028.119498846017
50724.15606934903,12.729062531838366,17079.35236878151,6456.709544814725,6461.347540819052
9790.888202144655,6.921336930585706,3189.3956332608213,677.660360967397,678.6995217961146
25668.659098319986,7.561795737288136,10266.091294427715,1941.011569515784,1953.2041770661747
30075.640644217,6.886368271204043,8937.44779547452,2071.1193746847066,2063.34870844907
30998.31108830968,6.873132087281888,10676.22264857378,2130.554865926072,2120.6537554998054
29608.42842257227,8.434658220962625,10783.565247259989,2497.3697420423264,2512.5168467052417
29017.856601301264,6.4048252998976665,1677.362614589856,1677.362614589856,1625.9283347585454
43178.29409857669,12.089998464188431,8907.814096183865,5220.255093380686,5221.112676509941
28429.09623155516,6.152045512895903,8600.243510472712,1748.9709390702474,1753.611569861901
137028.0112690236,20.2297637700876,45778.36573941278,27720.44297857249,26912.51168101692
114701.84574455024,18.532304149433543,15886.55635816147,15886.55635816147,15881.572595275306
14308.92653239087,7.529709903705958,2204.002783872038,1077.420658223445,1074.711156924407
44449.50342594335,14.308803141128092,9187.656173773648,6360.191942427219,6344.712721423785
68263.30640384078,10.553662970172692,18472.48566523302,7204.279290157668,7218.542124353162
45693.09561564517,12.730038314698431,7071.563825645513,5816.74857904342,5843.870121626881
21380.84418194882,9.912383065843716,4108.633177818243,2119.351178025926,2095.964039009945
42159.26322220463,11.428174292805984,5598.036914422883,4818.034081596397,4860.613528549286
21339.140806910786,7.48919733010143,4855.634314214378,1598.130363577747,1587.554094230229
113690.39446177808,24.52920445909242,35750.35660505522,27887.349307878227,27735.121778354092
110967.29498888268,22.053456547984915,20771.4118937706,20771.4118937706,20530.758054911257
33835.56305829748,6.742066657696004,5528.85311273703,2281.2162153971803,2286.437167393662
196459.83551904943,24.535357288326164,49650.64771734149,48202.12257265669,44099.36619553889
114558.44391700788,20.67835678463489,-5400.788673360352,0.0,348.2540477985219
17665.46563104873,8.903695590047306,5302.399228312115,1572.8792843530082,1571.492900780905
88417.378415367,12.403199901877857,24837.60579231668,10966.584192857772,11007.627902390586
30580.253421199468,6.599969348670325,9684.7038018567,2018.2873525448736,2021.024660022973
21299.961237742467,5.574759270565295,5845.061028945205,1187.4215637278626,1183.86641001376
13053.266551392191,8.876412217273666,4131.689438789164,1158.6617469210737,1158.4494012146943
4711.2917572322185,8.464224888181565,1391.2924808335038,398.77432947049607,393.7817301631813
41392.93925478426,12.026536504490531,14339.992917179996,4978.13694975822,4995.458609609143
19389.939659933545,5.414195866526733,7934.250696665546,1049.8093115901495,1044.9273610792834
14993.527627997026,9.49976222208187,6511.249543454254,1424.3494733618693,1421.943690882757
18292.760228226816,6.281587589231914,7044.139110246364,1149.0757562242472,1153.4123360705676
60260.27140317103,10.877769949136267,21238.75437617304,6554.973693962095,6554.039389111622
19031.50571689924,9.478015192145246,6380.36608692178,1803.809003141701,1793.5803829017336
107283.9473529281,21.621084953295856,34636.07257173139,23195.953398425783,23194.279589443417
26960.606802452035,8.761165434745362,11705.765423710664,2362.063364174034,2346.955462419506
